class,Source,Truth
中文学习者,你的儿子秉性温顺的孩子通情达理的人，他是我所见到的最诚实的朋友了。,你的儿子是秉性温顺的孩子，通情达理，他是我所见到的最诚实的朋友了。
中文学习者,他给我打电话的时，总是突然！,他给我打电话的时候，总是很突然！
中文学习者,我的话，带消磨时间东西，小说书。,我的话，带消磨时间的东西小说书。
中文学习者,入场券很贵了，所以我想慢慢地看，但是我爸爸的意思只是阿绣罗！,入场券很贵，所以我想慢慢地看，但是我爸爸的意思只是阿绣罗！
中文学习者,那些天是在我生命中的最安静的天。,那些天是在我生命中的最安静的日子。
中文学习者,享受饭的时候，跟一些醋尝。,享受饭的时候，加一些醋尝尝。
中文学习者,日本的动画片在各国之的电视上播出，我觉得已经有各国的配音，只收录。,日本的动画片在各国的电视上播出，我觉得日本的动画片已经有各国的配音版本了，但都是只收录。”
中文学习者,作那国的语言的配音或者字幕。,会做那个国家的语言的配音或者字幕。
中文学习者,这个地方通常用堤防被防卫，所以不会淹没。,这个地方通常用堤防来防卫，所以不会被淹没。
中文学习者,客人和女佣人胜负石头剪子布，你胜利的话，你自己选混合果汁的材料。,客人和女佣人玩石头剪子布，你胜利的话，你自己选混合果汁的材料。
中文学习者,原本牵牛花市去的是在早上。,原本牵牛花市是在早上去的。
中文学习者,你们的国家的情人节是怎么样呢？,你们的国家的情人节是什么样呢？
中文学习者,然后，在日本固定了“情人节”是“巧克力”。,然后，在日本也就固定了“情人节”要送“巧克力”。
中文学习者,特别中文配音的日本动漫是超方便。,特别是中文配音的日本动漫，超方便。
中文学习者,稍微注意一点就是浪费很多时间。,稍微要注意一点就是它需要花费很多时间。
中文学习者,我一想起一个目的就得到那个目的。,我想到一个目标就得完成那个目标。
中文学习者,2)我们就学了很多中文的子，我们就会看一些中文的报纸。,我们学了很多汉字后，我们就会看一些中文的报纸。
中文学习者,3)早些时候李先生一家每年去法国休息。,早些时候李先生一家每年都去法国度假。
中文学习者,他马上发觉我淘气，因为我看他笑起来。,他马上发觉了这是我在淘气，因为我看他忍不住笑起来了。
中文学习者,但是那个词越来越浸透了住在别的地方的人们中。,但是那个词越来越渗透在了住在别的地方的人们心中。
中文学习者,不挤出时间，吃简便的饭。,挤不出时间，吃简简单的饭。
中文学习者,简便的饭是・・・・・・饭团儿、茶泡饭、玉米片儿等等。,简单的饭是・・・・・・饭团儿、茶泡饭、玉米片儿等等。
中文学习者,那时候她带着她的作业说她想辅导她的算术和地理的作业。,那时候她带着她的作业说想辅导她的算术和地理作业。
中文学习者,好不容易终于约了她几次，每次只是开开心心地散散一个小时步就是了，但对于快要离开中国而说不好会不会再来的我而言每一刻都特别珍贵。,好不容易终于约了她几次，每次只是开开心心地散一个小时步，但对于快要离开中国而说不好不会再来的我而言每一刻都特别珍贵。
中文学习者,我看了那部连续剧里吉川晃司演织田信长后，我对织田信长产生了兴趣，就从图书馆关于他的小说书。,我看了那部连续剧里吉川晃司演的织田信长后，我对织田信长产生了兴趣，就从图书馆寻找关于他的小说书。
中文学习者,她们有别的称呼“战国少女”。,她们有别的称呼“战国少女”。
中文学习者,而且叶子比赛的话、跟儿子的玩完全不同的。,而且叶子比赛的话，跟儿子玩儿的完全不同。
中文学习者,最近大家用除一般的用法以外的。,最近大家除了一般的日用之外，
中文学习者,原因是，在古典催眠，谁使用了同样的建议，他们无法继续。,原因是，古典催眠使用了同样的建议，他们无法继续。
中文学习者,想尽了一切办法都哪里谈得上见好，他的病势日益更坏了。,想尽了一切办法，都谈不上见好，他的病情日益严重了。
中文学习者,我看过完成之前的，今天期待看完成的样子。,我看过完成之前的样子，今天期待看完成后的样子。
中文学习者,一真天我的背没有问题，然后太阳一回了家以后就突然痛起来。,一整天我的背都没有问题，然后太阳下山回了家以后就突然痛起来。
中文学习者,这几年偶像歌手小组的成员很多。,这几年偶像歌手组合的成员很多。
中文学习者,近来应酬太多了没办法，，，忙的夏天了。,近来应酬太多了，没办法。夏天太忙了。
中文学习者,但是这不过才刚刚开始，但愿不要地球坏了我到死，，，，，,但是，这不过才刚刚开始，但愿到我死地球不要毁灭。
中文学习者,院子越来越变了，什幺时候绣球花没有了？,院子越来越不一样了，什么时候绣球花也没有了？
中文学习者,"也许是因为我学习努力地还不够的原因,","也许是因为我学习还不够努力的原因,"
中文学习者,"虽然我的中文还没有那幺流利,但是,中文本身的音调很美,讲出来自己心情就很爽,又能精神,感觉浑身充满活力.","虽然我的中文还没有那么流利,但是中文本身的音调很美,讲出来自己心情很爽,又很精神,感觉浑身充满活力。"
中文学习者,所以我只暑假和寒假期间的半工作了。,所以我只在暑假和寒假期间的做工作。
中文学习者,因为她在这店从开始工作后到那时没卖过陈列柜里的商品了！,因为她在这家店从开始工作后到那时从没没卖过陈列柜里的商品！
中文学习者,员工变得苍白地高呼“哎呀——！,员工变得焦虑地高呼：“哎呀——！”
中文学习者,我发现了煤油灯，但是这个房间很漆黑，所以我不能看那个煤油灯的点火的位置。,我发现了煤油灯，但是这个房间很漆黑，所以我不能看到那个煤油灯的点火的位置。
中文学习者,昨天我和我二儿子打大架。,昨天我和我二儿子打了一架。
中文学习者,我希望早就修理，要不然我不会洗澡啊。,我希望早点儿修理，要不然我不能洗澡啊。
中文学习者,这个是怎幺也不能理解。,这个我是怎么也不能理解。
中文学习者,我的朋友介绍我一个男人。,我的朋友介绍给我一个男人。
中文学习者,洗完后，只洗好的衣服晾干！,洗完后，只需要晾干洗好的衣服！
中文学习者,他在日本，不会说日语，但是他打听有没有工作。,他在日本，不会说日语，但是他想打听有没有工作。
中文学习者,我放咖喱入了容器盖儿，把容器放在塑料袋。,我把咖喱放入了容器盖，把容器放进塑料袋。
中文学习者,若说彩票的确，在日本最有名的彩票是年末的彩票。,若要说彩票，在日本最有名的彩票的确是年末的彩票。
中文学习者,而且，我们会事件，所以就有很危险。,而且，我们会出事，所以就会很危险。
中文学习者,“那儿我们万万没有中奖。,“那我们就不会中奖。
中文学习者,虽然我是华人住在马来西亚，但是我的话语差得很远，因为我在家里只用英语和一点广东话根我的家人交通。,虽然我是华人，但我住在马来西亚，但是我的汉语差得很远，因为我在家里只用英语和一点广东话跟我的家人沟通。
中文学习者,当那时候，我决定应该上话语课，想有一天能用话语根我的朋友交通。,那时候，我决定应该上汉语课，希望有一天能用汉语跟我的朋友沟通。
中文学习者,我学习汉语，日本语在米兰大学（第一年）。,我在米兰大学（第一年）学习汉语和日本语。
中文学习者,我用过去习题集测验我的能力了。,我用以前的习题集来测验我的能力。
中文学习者,但是现在那，这个节日没有将近别的节日。,但是现在，这个节日之后没有别的节日了。
中文学习者,听说那是中国的《水浒传》影响很大。,听说那是受中国的《水浒传》影响很大。
中文学习者,从我房间的玻璃窗，我可以看一家水果店。,从我房间的玻璃窗，我可以看到一家水果店。
中文学习者,一百八响的钟声的最后一响是规定变成新年以后敲。,一百八响的钟声的最后一响规定在新年以后敲。
中文学习者,所以到深夜十二点不能完敲钟。,所以到深夜十二点敲钟还没敲完。
中文学习者,地点新宿附近，距离九.五公里。,地点在新宿附近，距离新宿九点五公里。
中文学习者,那边有很多种类的看的见贵的古典车，而且那边有很多拍照古典车的男人。,那里有很多种类的昂贵的古典车，而且那边有很多给古典车拍照的男人。
中文学习者,另外从中国亚马孙不能买也是不满的。,另外我对不能从中国亚马逊买书也是不满的。
中文学习者,我要读很多的文档，分析好，整理好，或要记忆很细的知只，很麻烦（很大变，都可以？）,我要阅读很多的文档，分析好，整理好，记住很细的知识点，很麻烦。
中文学习者,突然他问她如果她想喝一杯茶。,突然他问她是否想喝茶。
中文学习者,我特别喜欢他笑的时候，因为先他的眼睛微笑，然后你就注意到他的口也微笑，很魅力。,我特别喜欢他笑的时样子，因为他的眼睛会先微笑，然后你就注意到他的嘴角也在微笑，很有魅力。
中文学习者,由于他是音乐家，他有创造力的，他完美地捕捉到在一般的情况下不一般的图像。,由于他是音乐家，他有创造力，他能完美地捕捉到一般的情况下不一般的图像。
中文学习者,结果他的思想、外表已经不是中国的，而是世界上的。,所以他的思想、外表已经不只是中国的，而是世界的。
中文学习者,我真地佩服这样的人，一面独立而坚强，一面有创造力的而敏感，我喜欢这样的奇怪的组合。,我真的佩服这样的人，一方面独立而坚强，一方面敏感而具有创造力，我喜欢这样奇怪的组合。
中文学习者,我兴趣是学汉语，看中国电影，和健身运动(锻炼身体)冲浪运动，滑雪单板，,我的兴趣是学汉语，看中国电影，和健身(锻炼身体)以及冲浪和单板滑雪，
中文学习者,私事，给内蒙古高中学生们的款待，真是开了自己的不小眼界。,但是给内蒙古高中学生们的款待，真是让自己开了不小眼界。
中文学习者,所以在照片描绘完全不同的景观类型，奇妙的群山和平坦的平台都有。,所以在照片中，描绘了完全不同的景观类型，奇妙的群山和平坦的平原都有。
中文学习者,我小学生的时候，没获得巧克力啊！,我小学生的时候，没获得巧克力啊！
中文学习者,我已经忘记这个网站，很可惜因为我记得写日子的时候我很高兴。,我已经忘记这个网站，很可惜。但是我记得写日记的时候我很高兴。
中文学习者,2月19日是我最后次写日子，怎幺久。,2月19日是我最后一次写日记，这么久。
中文学习者,可能你想知道我做什幺事？,可能你想知道我做什么事？
中文学习者,不写日子的时间我也很高兴，只是太忙。,不写日记的时间我也很高兴，只是太忙。
中文学习者,天天想他们，他们对我那幺好，不知道怎幺感谢他们。,天天想他们，他们对我那么好，不知道怎么感谢他们。
中文学习者,你们看一看；），这是我，比以前的样子不同的很，对不对？,你们看一看，这是我，比以前不同的很，对不对？
中文学习者,虽然我说这些话，我不是不喜欢我家乡这幺变。,虽然我说这些话，但我不是不喜欢我家乡这么变。
中文学习者,但是当时它没有双脚和一只手臂，所以《要死》之外不能找到其他的适合句。,但是当时它没有了双脚和一只手臂，所以“要死”之外不能找到其他的合适的词。
中文学习者,她不动，而且不觉得我的存在。,她不动，而且不觉得我的存在。
中文学习者,我不知道为什幺，我决定了救她。,我不知道为什么，我决定救她。
中文学习者,好像母亲哺乳孩子，我给她让吸我的血。,好像母亲哺乳孩子一样，我给她吸我的血。
中文学习者,虽然那幺少时间、但我也想参加这旅行。,虽然那么少时间、但我也想参加这趟旅行。
中文学习者,我们到新宿站的时候，我睡一袭来啊！,我们到新宿站的时候，我睡意袭来啊！
中文学习者,10岁的李白教育开始.,10岁的李白开始学习。
中文学习者,在定期健康检查告诉我的胆固醇值很高。,在定期健康检查时得知我的胆固醇值很高。
中文学习者,别的角色都看起来又大又强，他却有最严重的责任，他心里看不见的强总是让他做得到。,别的角色都看起来又大又强，他却有最大的责任，他心里看不见的强大总是让他做得到。
中文学习者,我接电话的时是平时，所以我一个人回老家。,我接电话的时候是周内，所以我一个人回老家。
中文学习者,我做他可以吃两天的饭后回老家。,我做好了他要吃的两天的饭后回了老家。
中文学习者,虽然她正在体会严峻的考验，有时碰到很难解决的事情，可是用乐观的想法来闯出一条新路子，真令人佩服呢。,虽然她正在经历严峻的考验，有时也会碰到很难解决的事情，可是她用乐观的心态来闯出一条新路子，真令人佩服呢。
中文学习者,我们很少看到对方今年。,我们今年很少见到对方。
中文学习者,这个公司和一些公司比起来，条件和待遇都不算比较好，他们的规模不少。,这个公司和其他公司比起来，条件和待遇都不算特别好，他们的规模也不大。
中文学习者,我们能看他们从三月末。,我们从三月末就能看到它们了。
中文学习者,今天为我的功课我写了四千字数（英语）。,今天我写了四千字的英语作业。
中文学习者,所以我就度过了一段我全身心地都很忙碌而累的时间。,所以我就度过了一段令我全身心都很忙碌而且累的时光。
中文学习者,于是我就决定了，每天晚上睡觉之前我要把一遍随笔的一段一段的文章都要在我的日记上记好，让我更加欣赏。,于是我就决定，每天晚上睡觉之前我要把一篇随笔的一段一段的文章都要在我的日记上记好，让我欣赏。
中文学习者,孩子们随着经过运动会和远足等大的活动，孩子们的心情和身体也成长了,通过参加运动会和远足等大的活动，孩子们的心理和身体也成长了。
中文学习者,我猜到他去什么地方怎么采购。,我猜到他去了什么地方怎么采购。
中文学习者,在中国的紫外线很利害，可是中国人的皮肤上不多斑点。,中国的紫外线很厉害，可是中国人的皮肤上很少有斑点。
中文学习者,"当我做喜欢的事时,我比谁都又热情又努力地做.","当我做喜欢的事时,我比谁都热情又努力地做."
中文学习者,"而且,虽然我有多种的关心的事情,我对语言最有兴趣.","而且,虽然我有多种感兴趣的事情,我对语言最有兴趣。"
中文学习者,"从此时,我成为了语言迷.","从那时起,我成为了语言迷。"
中文学习者,她也喜欢吃的食物和打网球。,她也喜欢吃美食和打网球。
中文学习者,上周日，她醒来去上大学，在8.00。,上周日8点，她醒来去了大学。
中文学习者,一个人只一杯，真是遗憾。,一个人只有一杯，真是可惜。
中文学习者,这不是用来吃的，是欣赏的鱼。,这不是用来吃的，而是欣赏的鱼。
中文学习者,其实，我们都听了他说的“你们都死了”的这句话，觉得会生气，可是看起来他灰心丧气，束手无策。,其实，我们听了他说的“你们都死了”这句话，觉得很生气，可是他看起来灰心丧气、束手无策。
中文学习者,上个月19号我从中国回来直到现在我一直在和男友尽情的玩每一天。,上个月19号我从中国回来，直到现在我一直在和男友每天尽情地玩儿。
中文学习者,虽然我前十几天玩得也自己觉得很值得，因为新的一个月又要开始，所以我决定了要好好安排这个月的时间。,虽然我前十几天玩儿的自己也觉得很值得，但是因为新的一个月要开始了，所以我决定要好好安排这个月的时间。
中文学习者,可是我越来越觉得每个人一定要有这样一个习惯让我能够控制自己的。,可是我越来越觉得每个人一定要有这样一个习惯，让我能够控制自己。
中文学习者,我想祝他的新工作圆满开始，让他能够发挥他的所有的潜力，被认可他。,我想祝他的新工作顺利开始，让他能够发挥他的潜力，他被认可。
中文学习者,我在我第一份工作里拼命得工作差不多半年多了。,我在我第一份工作里拼命得工作了差不多半年多了。
中文学习者,我很不安因为我在那儿必须唱歌myheartwillgoon.,我很紧张，因为我在那儿必须唱《我心永恒》。
中文学习者,虽然没见了几个月儿于不过觉得太久了。,虽然几个月没见了但也没觉得太久。
中文学习者,"还有这是个不好意思的,大酱汤对总是消化不良的人很好.","还有这个说出来有些不好意思,大酱汤对消化不良的人很好。"
中文学习者,因为我不知道他，所以第一次他说“早上好”的时候，很吃惊了。,因为我不认识他，所以第一次他说“早上好”的时候，我很吃惊。
中文学习者,最近再开始学中文和英语，所以我也再进来了这儿。,最近重新开始学中文和英语，所以我又回到这儿了。
中文学习者,在很多人的面前要发表演讲，有些紧张了。,要在很多人的面前发表演讲，我有些紧张。
中文学习者,不过，奋勇作准备的演讲了。,不过，我准备好奋勇演讲了。
中文学习者,一些的参加选手以精彩的表演而得到了观看人的掌声。,一些参赛选手以精彩的表演得到了观众的掌声。
中文学习者,参加选手都演讲了后，开始进行颁奖仪式。,参赛选手都演讲完了后，开始进行颁奖仪式。
中文学习者,有可惜一点儿的部分···^^。,有一点可惜的部分。
中文学习者,我来到厦门以前，周末等休息天，经常听到了韩国的广播。,我来到厦门以前，一到周末等休假日，经常听韩国的广播节目。
中文学习者,想起那位支持人来，我就万分想要听他的声音。,想起那位主持人时，我就万分想要听他的声音。
中文学习者,"进入餐厅马上服务员说汉语,问　『几个人?』",进入餐厅后服务员就说汉语，问：“几个人？”
中文学习者,"所以服务员说『早点儿说,太麻烦!",所以服务员说：“快点儿说，真麻烦！
中文学习者,我今天去图书馆回家的时候我去书店了。,我今天从图书馆回家的时候我去书店了。
中文学习者,利用栀子做煎饼的如下：,利用栀子做煎饼的做法如下：
中文学习者,阿拉喀涅说：“让他们，我知道我就是最大的织女！”,阿拉喀涅说：“让他们知道，我就是最伟大的织女！”
中文学习者,因为睡觉的时间短，我感觉昨天继续今天,因为睡觉的时间短，我感觉今天像是昨天的延续
中文学习者,发生很大事故后，我常常听见“那么说，这几天有很小的意外的变故”。,发生很大的事故后，我常常听见“那么说，这几天有很小的意外的变故”这样的话。
中文学习者,请点好再把往往陷于旧框框的每天。,请每天做好工作。
中文学习者,我对音乐的选择很有特殊。,我对音乐的选择很特殊。
中文学习者,旧和现在的生活混在一起的地方。,它是旧社会的生活和现在的生活混在一起的地方。
中文学习者,明天可能复习比今天的复习很好。,明天可能复习得比今天更好。
中文学习者,但是那时候，我的同屋导诱我一起喝啤酒。,但是那时候，我的同屋诱导我一起喝啤酒。
中文学习者,他公司是搞中外文化交流虽然那公司成立不久业务还是很兴旺。,他公司是搞中外文化交流的，虽然那公司成立不久，业务却很繁忙。
中文学习者,他说回国的时候我一定还常听听汉语录音，读读汉语课文。,他说回国的时候我一定要常听听汉语录音，读读汉语课文。
中文学习者,在书上说，去睡觉之前，想念今天一天的事，想最高兴的事情起来，给大家听一听。,书上说，去睡觉之前，想想今天一天的事，想起最高兴的事情，说给大家听一听。
中文学习者,有了这个习惯之后才发现自己的事，我对这质问不能回答。,有了这个习惯之后我才发现让自己高兴的事，因此我对这个质问不能回答。
中文学习者,如果我选不使用食品添加物的自然食品的话，我得到健康的身体。,如果我选不使用食品添加物的自然食品的话，我会得到健康的身体。
中文学习者,以后应该时不时的看看闹钟里啊。,以后应该时不时地看看闹钟里面啊。
中文学习者,在那种状况下，我自己可以努力加强我的词汇量，天天写文章，注意到大家的改正。,在那种状况下，我自己可以努力加强我的词汇量，天天写文章，注意大家的改正。
中文学习者,因为我不是很平常出门，我没有很多故事，但是我要从此开始认真地想起一些故事可以跟大家分享。,因为我不是很经常出门，我没有很多故事，但是我要从此认真地回忆一些故事跟大家分享。
中文学习者,在中国，他帮我手续啦，买手机啦，请我客。,在中国，他帮我办手续，买手机，请我吃饭。
中文学习者,我认为如果今天晴天的话我带孩子去儿童馆。,如果今天晴天的话我想带孩子去儿童馆。
中文学习者,女孩子很小，但是大声抽抽搭搭地哭个不停，很可爱，是一幅百看不厌。,宝宝很小，但是大声抽抽搭搭地哭个不停，很可爱，百看不厌。
中文学习者,在周末看录象决定下次不预约的，减少我得看的节目。,在周末看完录象再决定下次不预约的，不想看的节目。
中文学习者,"我带她去圆子里,在外面过了时间.","我带她去院子里,在外面度过了时间。"
中文学习者,"一般在发烧时,烧到了38.5度才使用解热药.","一般在发烧时,烧到了38.5度才会使用解热药，"
中文学习者,有可能所我们日本人来说的很多外国人看日本信息的时候，觉得“五月病是什么？”,有可能很多外国人看日本消息的时候，会猜测“五月病是什么？”
中文学习者,我想问你们以下，有些朋友住在日本，从来发生过五月病吗？,我想问你们一下，有朋友住在日本发生过五月病吗？
中文学习者,"生日过了一周,这周内我一直吃了面包和蛋糕可是还剩了几个面包.","过生日的这一周,我一直吃面包和蛋糕，可是还剩了几个面包."
中文学习者,本来那么喜欢的过一会儿会变成这样.,本来那么喜欢，过一会儿就变成这样。
中文学习者,我经常听过老人以身状态能预想次日的天气。,我经常听说老人能以身体状态预料次日的天气。
中文学习者,我想今晚喝烧酒忘所有事好好儿睡觉。,我想今晚喝点儿烧酒忘记所有事，好好儿睡一觉。
中文学习者,虽然他们每天跟他们一起吃饭，看电影，参加学校活动，还有吃苦，,虽然每天跟他们一起吃饭，看电影，参加学校活动，还有吃苦，
中文学习者,昨天在我家前面的一家小学校周围，好像老师的有些人扫除了。,昨天在我家前面的一家小学周围，有些好像老师的人做在扫除。
中文学习者,有的墙上贴了指示把自行车停下的地方。,有的在自行车停放的地方贴了指示。
中文学习者,在森林之中，我们边听到小溪的水声边慢慢地走步，真是舒服啊！,在森林之中，我们边听小溪的水声边慢慢地走步，真是舒服啊！
中文学习者,“高尾山”还也有很多的自然，非常美丽的。,“高尾山”还有很多的自然景观，非常美丽。
中文学习者,那时我扬扬地回答他“不是，我要冰的。”,那时我回答他：“不是，我要冰的。”
中文学习者,我爱看的作者是夏目sou石，太宰治，三岛由纪夫等等。,我爱看的作者是夏目漱石，太宰治，三岛由纪夫等等。
中文学习者,我觉得现代作者写的作品没有使100年时间读者入迷。,我觉得现代作者写的作品没有使读者历经100年时间依旧 入迷的。
中文学习者,...我买了一本汉版三国演义。,我买了一本汉版三国演义。
中文学习者,平时我觉得跟同学们交流几乎没问题，现在想，那是因为我不爱说话，跟别人的次数不多，而不是我的中文水平高。,平时我觉得跟同学们交流几乎没问题，现在想，那是因为我不爱说话，跟别人的次数不多，而不是我的中文水平高。
中文学习者,有一个上司担心地说了，“隐形眼镜对眼睛不好，去外面以外，,有一个上司担心地说了：“隐形眼镜对眼睛不好，去外面以外，
中文学习者,可是我为了有一个理由三天以上不戴的话，会身体不好。,可是我为了一个理由三天以上不戴的话，会对身体不好。
中文学习者,那么长时间一直犹豫的，要真做决定还是挺快的。,那么长时间一直犹豫，要真做决定的时候还是挺快的。
中文学习者,还有，我很喜欢那个主意因为我们现在可以更明白不只汉语但是我们也可以明白中国历史。,还有，我很喜欢这个主意，因为我们现在不止可以更明白汉语而且我们也可以明白中国历史。
中文学习者,意思是你试试学关于历史，你会明白你自己的文化。,意思是你试试学习关于历史的书籍，你会明白你自己的文化。
中文学习者,一个人住的人百分之多少买电视机呢？,一个人住的话百分之多少买电视机呢？
中文学习者,愉快的时间度过很快啊。,愉快的时间过得很快啊。
中文学习者,这次到上海去了之后，我感觉到很多的地点。,这次到上海去了之后，我去了很多的地方。
中文学习者,我决定了，｢以后去什么国外，我要用信用卡兑换･･･｣。,我决定了，以后去国外，我要用信用卡兑换外币。
中文学习者,回到家的之前，我一直觉得呆在家不如我出过得好精彩的生活。,回到家之前，我一直觉得呆在家不如我出去过得精彩的生活。
中文学习者,过了百年之后，我知道不管我愿不愿意我的特别的地方想其他的地方消失。,过了百年之后，我知道不管我愿不愿意特别的地方像其他的地方一样消失。
中文学习者,那会中老师说“你们好不容易彼此相互了解，互相记名字吧”。,老师说：“你们好不容易彼此相互了解了一些，现在开始互相记名字吧。”
中文学习者,我反覆五次问她的名字。,我反复问了五次她的名字，
中文学习者,（我朋友送给我两次很多酸橙子）那天以后我每天吃了一个酸橙子。,我朋友送给我很多酸橙子两次，那天以后我每天都要吃一个酸橙子。
中文学习者,过了一会儿，报纸上写橘皮果酱的做法。,过了一会儿，我看到报纸上写了橘皮果酱的做法。
中文学习者,确实是昨天阴天，但是不那么寒，是真的吗？,确实昨天是阴天，但是没那么冷，是真的要下雪吗？
中文学习者,在我坐火车在这里我的行李丢失了。,我坐火车到这里后发现我的行李丢失了。
中文学习者,现在我为我寻找一个昂贵的公寓的室友。,现在我在为我自己寻找一个室友，因为这个公寓租金比较高。
中文学习者,"以前，我的日本朋友突然给我打电话问我，""你对广播电台的公开录音，有没有感兴趣？""","之前，我的日本朋友突然打电话问我：""你对广播电台的公开录音有没有兴趣？"""
中文学习者,我们5个都以前在中国留过学，而且留学的学校、时期都一样。,我们5个以前都在中国留过学，而且留学的学校、时期都一样。
中文学习者,那个节目的主持人是中国人，后来我们发现了他会说一口流利的日语，可是，那时他用汉语交流，可能考考我们5个人的汉语水平吧。,那个节目的主持人是中国人，后来我们发现了他会说一口流利的日语，可是那时他用汉语交流，可能想考考我们5个人的汉语水平吧。
中文学习者,"主持人一开始说，""Heeeey,听众朋友你好，这里是某某，在东京为你们主持了。","主持人一开始说：""Heeeey，听众朋友们你们好，这里是某某，在东京为你们主持了。"
中文学习者,那么说我上班的时候，遇见很多走路的中年人。,我上班的时候，会遇见很多走路的中年人。
中文学习者,对第二次我的中国生活很期望　哈哈,很期待我第二次在中国的生活，哈哈。
中文学习者,我要写这日记花了多时间。,我写这日记花了多长时间。
中文学习者,如果在中国有主题公园，那个我们可以吃全中国的好好吃的东西的地方？,如果在中国有主题公园，那种我们可以吃全中国好吃的东西的地方。
中文学习者,你们想我国幸福的日子吗？,你们能想到我过的幸福日子吗？
中文学习者,我第一次看她的是在《非诚无扰2》里。,我第一次看她是在《非诚无扰2》里。
中文学习者,当时我们最大的任务是，开展览会前，在每个展位里，根据每个客户的不同的需求把所有的家具配置好，使他们能够布展的顺顺利利。,当时我们最大的任务是，在开展览会前，在每个展位里，根据每个客户的不同需求把所有的家具配置好，使他们能够顺顺利利布展。
中文学习者,男人和女人的互相理解得很难，所以为理解地谈恋爱。,男人和女人的互相理解很难，所以基于理解地谈恋爱。
中文学习者,他们能够理解对象的心情了。,他们能够理解彼此的心情。
中文学习者,她一听到这样事情，就快再送给我5公斤的白薯。,她一听到这件事情，就很快再次送给我5公斤的白薯。
中文学习者,评审电影来说，我觉得最重要的判據是电影是不是逼真的，会不会动人。,关于评审电影，我觉得最重要的评判标准是电影是不是逼真、会不会打动人。
中文学习者,要不要做战争，都没问我们。,要不要战争，都没问过我们。
中文学习者,我不信他们，但是坏事发生是事实:(,我不相信他们，但是坏事发生是事实。
中文学习者,今天我打算跟我好中国朋友吃午饭.,今天我打算跟我中国的好朋友吃午饭。
中文学习者,各个船公司的计划表有所延迟或者换线。,各航运公司的时刻表要么有所延迟要么换线路。
中文学习者,我回去日本的时候，雨天结束已经进入夏天。,我回日本的时候，雨天已经结束，进入夏天了。
中文学习者,我不能买他们，尽管如此，只索取用样品的话，奸猾的人吧。,我不能买它们，尽管如此，只要样品的话，还是可以的吧。
中文学习者,因此，如何什么情况，孩子们离不开家，一定要忍耐。,因此，无论什么情况，孩子们都离不开家，一定要忍耐。
中文学习者,有的歌手为了有更好的表现，不断地练习得太累，以致得了感冒或者嗓子疼痛，影响演出。,有的歌手为了有更好的表现，不断地练习，练习得太累，以致感冒或者嗓子疼，影响了演出。
中文学习者,我们可以写下亲自的联系给互相，要在网络还上说着话过一会儿保持联系。,我们可以写下各自的联系方式给彼此，在网络上说过一会儿话来保持联系。
中文学习者,我和我妻子感到很高兴，而且我们计划十月的最后天坐飞机去希腊参与下一次多语言说者大会。,我和我妻子感到很高兴，而且我们计划十月底坐飞机去希腊参加下一次多语言者大会。
中文学习者,我希望我能明白多好了人用中文对我在说什么。,我希望我能让更多人听懂我在用中文说什么。
中文学习者,听说如果跑步的时候，走路一样的速度的话，消费能比走路2倍。,听说跑步的时候如果速度和走路一样的话，消耗的能量比走路多2倍。
