class,Source,Truth
中文学习者,把脸向下的话，脸的肌肉也往下去，往前看笑着等脸运动使用肌肉的话，就老不起。,把脸向下的话，脸的肌肉也往下去，往前看笑着等脸运动使用肌肉的话，就不容易老。
中文学习者,我在大学生活中，我一点儿没做志愿。,我在大学生活中，我没做志愿者。
中文学习者,所以从大4起，开始志愿了。,所以从大四起，开始做志愿者了。
中文学习者,万发是一个差不多听不到的人。,万发是一个几乎听不到声音的人。
中文学习者,卖书的使劲手段恢复跟他女友的关系也没戏。,卖书的男人费尽心思想恢复跟他前女友的关系，但是都没成功。
中文学习者,但是我也一点点高兴因为两个星期后我去韩国玩儿！,但是我也有点儿高兴，因为两个星期后我要去韩国玩儿！
中文学习者,第3个门商店里我才发现很小的装在箱里的牛奶。,在第3个商店里我才发现了装在箱子里的很小的牛奶。
中文学习者,我觉得这一个月最浓厚，而且我的汉语水平急速高了。,我觉得这一个月收获最多，而且我的汉语水平飞速提高了。
中文学习者,下次我去那儿的时候，我一定要也吃面条吧！,下次我去那儿的时候，我一定要也吃面条！
中文学习者,家里准备的吃的喝的都吃喝光了以后，我们一起出去一家专门碳烤的餐厅，点了个很多的烤秋刀鱼、烤玉米、烤猪肉、烤羊肉，等等。,家里准备的吃的喝的都吃喝光了以后，我们一起去了一家专门碳烤的餐厅，点了个很大的烤秋刀鱼，还有烤玉米、烤猪肉、烤羊肉，等等。
中文学习者,上小学的小孩儿打韩国的游戏一起高高兴兴地玩儿。,上小学的小孩儿们一起打韩国的游戏，一起高高兴兴地玩儿。
中文学习者,特别，烹调活的鳗鱼很难，我能的时候高兴。,因为烹调活的鳗鱼很难，所以我学会的时候高兴。
中文学习者,两年前的地震的影响，道路半部分没有铺修，并且我坐了后面座位有点晕车了。,因为两年前的地震的影响，道路有一部分没有铺修，并且因为我坐在后面的座位上，所以我有点晕车了。
中文学习者,要不然每年胖起越来越来了，一定将来长得会病，四十岁就死了。,要不然每年越来越胖，将来一定会容易得病，有可能四十岁就死了。
中文学习者,买的时，由我的爱好决定什么种的香水买。,买香水的时候，我的爱好决定了我买什么种类的香水。
中文学习者,我常常假想：如果我装一种香水的时，跟不喜欢我的香水的人一起上电梯的话，那个人一定不舒服了。,我常常假想：如果我喷一种香水的时，跟不喜欢我的香水的味道的人一起坐电梯的话，那个人一定很不舒服。
中文学习者,有一次，还有一位比较年纪大一点男孩很明知地寡宿我们，如果那种植物的血碰人的皮肤就会非常痒。,有一次，还有一位年纪比较大一点男孩很确定地告诉我们，如果那种植物的液体碰到人的皮肤就会非常痒。
中文学习者,将来大概有人勇敢地上去问我，也许我会告诉他们它是某药。,将来可能会有人勇敢地过来问我，也许我会告诉他们它是一种药。
中文学习者,早上家里不开空调，可是从外面进来凉爽的风，就家里很凉凉，很好做运动。,早上家里不开空调，可以从外面进来凉爽的风，家里就很凉快，很适合做运动。
中文学习者,中国人是真的喜欢咖啡吗还是耐着喝？,中国人是真的喜欢咖啡吗不？
中文学习者,然后座着椅子喝了一口咖啡,然后他坐在椅子上喝了一口咖啡，
中文学习者,幸好，有的对策开始奏效，它们都有两个最重要的观点：使他们觉得去滑雪并不麻烦的事和乡下的普通生活。,幸好，有的对策开始奏效，他们都有两个最重要的观点：使他们觉得去滑雪并不麻烦和感受乡下的普通生活。
中文学习者,这样的事情就会让他们留下新鲜的印象，甚至刚刚收获的蔬菜和普通的雪风景也能使他们感动。,这样的事情就会让他们留下新鲜的印象，甚至刚刚收获的蔬菜和普通的雪景也能使他们感动。
中文学习者,但是中国庆祝春节，今天和平时一样的日子。,但是中国庆祝春节，今天是和平时一样的日子。
中文学习者,"她说『去医院,要挂水』","她说：“去医院,要挂水。”"
中文学习者,最精彩的场面是花车首先气势地前进然后在街角就那样拐弯。,最精彩的场面是花车首先气势汹汹地前进然后在街角就那样拐弯。
中文学习者,如果买东西的话，选择满说得过去的服装，但是租东西的话，可以穿着鲜艳的服装。,如果买东西的话，选择还说得过去的服装，但是租东西的话，可以穿着鲜艳的服装。
中文学习者,当时，我很骄傲地跟我父母说，我想跟他们独立找到自己的生活和野心。,当时，我很骄傲地跟我父母说，我想独立找到自己的生活和野心。
中文学习者,汉语拼音对外国人具有非常重要的一部分。,汉语拼音对于外国人是非常重要的一部分。
中文学习者,过了几年，我的母亲要去东京，带着我去在东京的我姨儿的家，在这儿呆几天。,过了几年，我的母亲要去东京，带着我去。在东京的我姨的家，呆几天。
中文学习者,我基本每天早上吃一跟香蕉喝一杯牛奶。,我基本上每天早上吃一根香蕉、喝一杯牛奶。
中文学习者,看了我现在花多少时间在玩哟戏，你不但想我不是像每个人以为上好大学的学生一样，,看到我现在花多少时间在玩游戏上面，你不但会认为我不是公认的上好大学的学生，
中文学习者,反而无论我的appearance还是我的做法都跟这被别人描画的很差。,而且无论我的外表还是我的做法都会被别人描述的很差。
中文学习者,我不是这么聪明，也没有什么好特点。,我不怎么聪明，也没有什么优点。
中文学习者,我知道我看电视，玩哟戏，听我最好的韩国歌星的几首歌耗我的时间，但我也知道我应该高高兴兴地活。,我知道我看电视、玩游戏、听我最喜欢的韩国歌星的几首歌耗掉了我的时间，但我也知道我应该高高兴兴地活着。
中文学习者,今天apple的新iPhone发表了。,今天苹果公司的新iPhone上市了。
中文学习者,如此这个名字含有“phone”，当然可以打电话和接电话。,因为这个名字含有“phone”，当然可以打电话和接电话。
中文学习者,对像我这样学外语的人来说，在外边用手机可以按中文、看中文是太方便的事。,对像我这样学外语的人来说，在外边用手机可以听中文、看中文太方便了。
中文学习者,这样的时候，对电脑不通的人把修理的话，大概弄坏。,这时候，对电脑一窍不通的人来修理的话，大概会弄坏。
中文学习者,今天我写住在中国数年间的日本人的话。,今天我写住在中国数年的日本人的事。
中文学习者,“因为你在很多年住在广州，所以你忘记了飞的字吧”,“因为你住在广州很多年，所以你忘记了飞字吧。”
中文学习者,体育是点名了以后去小卖部，然后跟朋友可以讲话的上课。,体育是点名了以后去小卖部，然后可以跟朋友讲话的课。
中文学习者,我打算作蛋糕的时候，把切好的猕猴桃放在蛋糕上而加上彩色。,我打算作蛋糕的时候，把切好的猕猴桃放在蛋糕上而增加色彩。
中文学习者,前天通过100日元商店的时候，在门口有很多帘子。,前天经过100日元商店的时候，门口有很多帘子。
中文学习者,但是因为那时我已经买带着很多东西，所以没买它回家了。,但是因为那时我已经买了并且带着很多东西，所以没买它就回家了。
中文学习者,高富士山是日本的最高的山.,高：富士山是日本的最高的山。
中文学习者,"丑我的作品很丑,我应该再做.","丑：我的作品很丑,我应该多做。"
中文学习者,这个东西可能可到达的但是需要尽力。,这个东西可能可拥有但是需要尽力。
中文学习者,而且有时候确认消费期限，如果迫近消费期限的话，喝完它后再买补充吧。,而且有时候要确认食用期限，如果迫近食用期限的话，喝完它后再买些来补充吧。
中文学习者,结果，我的暑假日记呢，起初的三天还可以，此后写的敷衍了事，有的地方完全是创作的。,结果，我的暑假日记呢，起初的三天还可以，此后写的敷衍了事，有的地方完全是编造的。
中文学习者,"这个事情使我失望，而且我的同屋也不高兴地说，""我不是动物阿""。","这个事情使我失望，而且我的同屋也不高兴地说，""我不是动物阿""。"
中文学习者,开演前，在大幕的下边儿和我的剧装放多淡香水。,开演前，在大幕的下边儿和我的剧装上多喷些淡香水。
中文学习者,我对这个那个有兴趣，而且乐天达观。,我对这个那个有兴趣，而且乐天达观。
中文学习者,虽然我没有知识但决定了自己拆开，修电脑,虽然我没有知识，但决定自己拆开来修电脑。
中文学习者,即使我学汉语，在中国不能用它。,即使我学了汉语，在中国也用不了它。
中文学习者,哪怕韩国有一家背后组织-名字叫全国体育馆黑联盟-逼着全国的体育馆播放最没素质，最骚扰人的音乐？,哪怕韩国有一家背后组织名字叫全国体育馆黑联盟，逼着全国的体育馆播放最没素质，最骚扰人的音乐。
中文学习者,我在你旁边不在的时候，如果不认识的人问你“你从哪里过来呢？”,“我不在你旁边的时候，如果有不认识的人问你‘你从哪里过来的？’
中文学习者,对她说话完后，我快回家把洗晒的衣服拿进来了。,对她说完话后，我赶快回家把晾晒的衣服拿进来了。
中文学习者,大家好～这是我第一篇文章在这边……,大家好，这是我在这边的第一篇文章……
中文学习者,我没想学汉语了可是我要！,我不想学汉语了可是我还是得学！
中文学习者,我们也上升了那家那样的气氛。,我们也达到了那样的气氛。
中文学习者,因为她丈夫结婚了到最近在经济方面一直有不负责任的态度，家庭的债务超过一亿韩元不止一两次了。,因为她丈夫结婚后在经济方面一直抱有不负责任的态度，家庭的债务超过一亿韩元不止一两次了。
中文学习者,最重要的是花钱比赚钱很少。,最重要的是花钱比赚钱少。
中文学习者,我没学过的怎么说中国成语，虽然你的句子不是一个成语//.,我没学过怎么说中国成语，虽然你的句子不是一个成语。
中文学习者,其中尤以我感动的是24个小时一直跑步的女性。,其中尤其让我感动的是24小时一直跑步的一位女性。
中文学习者,最近我看过两个作文关于美国人很小气的。,最近我看过两篇关于美国人很小气的作文。
中文学习者,在日本有特别的，日本人造成的汉字。,在日本有特别的，日本人创造的汉字。
中文学习者,日本人民非常期待这个赛季。,日本人民非常期待这个季节。
中文学习者,有男孩子的家庭装点武士玩偶和盔甲。,有男孩子的家庭会装点武士玩偶和盔甲。
中文学习者,横滨是从以前贸易繁盛，国际的城市。,横滨以前就贸易繁盛，是国际大都市。
中文学习者,比如说我可以介绍以下怎么用一些英语的俚语。,比如说我可以介绍一下如何使用一些英语的俚语。
中文学习者,"女人「一般对说,肉不是猪肉吗?」",女人回答说：“一般说的肉不是猪肉吗?”
中文学习者,大概我要做好下星期一。,大概我要下星期一做好。
中文学习者,去外面、看得到圆圆的月亮。,在外面看得到圆圆的月亮。
中文学习者,可是，他的这个周末过得很一溜烟。,可是，他的这个周末一溜烟得过了。
中文学习者,有外观白色的海参墙的风趣的印象深刻的建筑物。,有外观白色的海参墙风趣的印象深刻的建筑物。
中文学习者,‘他再说一遍了，不过也听不董。,他又说一遍了，不过我也听不董。
中文学习者,所以我给他说‘对不起，我是韩国人。,所以我给他说：‘’对不起，我是韩国人。
中文学习者,阿~以后我们一点聊天了。,啊以后我们一点聊天吧。
中文学习者,因为用小学校的体育馆，由于瑕疵为保护地板，体育馆的地板上铺几张苫布了。,因为用小学校的体育馆，由于瑕疵为保护地板，体育馆的地板上铺了几张苫布。
中文学习者,我期待着去中国，从我小的时候我对中国很感好奇心。,我期待着去中国，从我小的时候我对中国很有好奇心。
中文学习者,我的街道居民委员的所有的事正在就完了。,我的街道居民委员的所有的事就完了。
中文学习者,我很喜欢这两语言，对亚洲很感兴趣。,我很喜欢这两种语言，我对亚洲很感兴趣。
中文学习者,可惜，我把中国的事情知道了很少。,可惜，我对中国的事情知道的很少。
中文学习者,我不知到什么发生在中国.,我不知道在中国发生了什么。
中文学习者,我最熟悉的城市一定是米兰，我从出生时住的城市。,我最熟悉的城市一定是米兰，因为那是我从出生时就住的城市。
中文学习者,然后我出去了饭店，先去市观光询问处，问怎么去明天我打算参加的演唱会的会场，但是我连那个市观光询问处也找不到。,然后我出了饭店，我先去了市观光询问处，问怎么去明天我打算参加的演唱会的会场，但是我连那个市观光询问处也找不到。
中文学习者,我从我的很高很宽的宿舍往学校开走到教室去上课的时候，我要过那边附近的一条壮观的大桥。,我从我的很高很宽敞的宿舍往学校走，走到教室去上课的时候，我要经过那附近的一座很壮观的大桥。
中文学习者,到安全措施做好、除了灾区核电站以外、,直到安全措施做好，除了灾区核电站以外，
中文学习者,"要是我几天睡觉8小时以下的时候,我渐渐觉得很累。",要是我连续几天睡不够8小时的话，我会觉得很累。
中文学习者,人生的意义在哪儿，在自问和探究那个答案的过程中，人可以做到更加宝贵的人生。,人生的意义在哪儿，在自问和探究那个答案的过程中，人可以收获更加宝贵的人生。
中文学习者,读书是，依靠着写那本书的著者，我们的想法被容易拉走去。,读书是依靠着写那本书的作者，我们的想法容易被拉走。
中文学习者,古时是供没到成年的男女穿的，现在则为没婚女性的正式礼服。,古时是供没到成年的男女穿的，现在则为未婚女性的正式礼服。
中文学习者,我觉得如果从现在起也想住在地球上，就要我们需要再重新考虑吧。,我觉得如果从现在起想好好地住在地球上，我们需要再重新考虑。
中文学习者,如果我学好很多成语，随便使用的话，我想能够表达的内容飞跃地增加。,如果我学会很多成语，自如使用的话，那么我想能够表达的内容会迅速增加。
中文学习者,在画画课里我们画画2的学生这两个礼拜在用丙烯酸漆(acrylicpaints?),在画画课上我们学画画的学生这两个礼拜在用丙烯酸漆。
中文学习者,之前初中的时候我得没机会修画画课.,之前初中的时候，我没机会修画画课。
中文学习者,因为天气冷，公路上的雪不可以融化。,因为天气冷，公路上的雪不会融化。
中文学习者,我希望韩国人全部高兴过春节。,我希望所有韩国人高高兴兴地过春节。
中文学习者,于是，另一是突然我的上司被人事调动了。,同时，另一位是我的上司突然被人事调动了。
中文学习者,半个月以前她应为压力昏迷了，那时她被救护车搬移医院了。,半个月以前她因为压力晕倒了，那时她被救护车送去医院。
中文学习者,妈妈回老家，我也回家。,妈妈回老家，我也回家去了。
中文学习者,日常生活中老人会对美好的传统和智慧教孩子们。,日常生活中老人可以用良好传统和智慧教育孩子们。
中文学习者,比如，社会养老时，老人通过社会活动感到自存感，返老还童。,比如，社会养老时，老人通过社会活动感受到自我价值，能够返老还童。
中文学习者,如果父母去养老院，那么，他们就容易割断关系，只会物质上的补助。,如果父母去了养老院，那么，他们就容易切断联系，只会给予物质上的补给。
中文学习者,"我深刻的思考中,我不知道继续工作。",我认真地思考着我是否继续工作。
中文学习者,我听懂老师讲的话，看懂内容，但是口语很差。,我听得懂老师讲的话，看得懂内容，但是口语很差。
中文学习者,所以今天我发表的时候，不那么紧张，充分地发挥我的能力。,所以今天我做报告的时候，没那么紧张，充分地发挥了我的能力。
中文学习者,西的有五線譜，中国的有数！,西方的有五线谱，中国的有数字！
中文学习者,但是因为他感到头晕，为了检查脑还有一个星期延长住院。,但是因为他感到头晕，需要检查脑部，还要延长住院一个星期。
中文学习者,其实，明天就要考试，再学我不想，但不学也不好，所以我还是觉得在这儿写一篇文章比较好，这样还能希望有一天我的老师会来到这个地方看到我成千上万写的文章而她会说：其实，伊娃，这个女孩儿挺不错的呀，虽然古代汉语学得不怎么样，但是看起来她还是挺认真的。,其实，明天就要考试了，我不想再学了，但不学也不好，所以我还是觉得在这儿写一篇文章比较好，这样还能希望有一天我的老师会来到这个地方看到我写的成千上万篇文章而她会说：“其实，伊娃这个女孩儿挺不错的呀，虽然古代汉语学得不怎么样，但是看起来她还是挺认真的。”
中文学习者,现在我很想念那时，还有想朋友,现在我很想念那段时光，还想我的朋友。
中文学习者,景况是非常坏，但是燃料附加运费是低廉从四月。,情况非常坏，但是燃料附加运费从四月开始变得低廉。
中文学习者,还有对我来说也她们说的话题没有那么复杂的中文，所以我感觉轻松多了。,还有对我来说她们说的话题没有那么复杂的中文，所以我感觉轻松多了。
中文学习者,为了得到自己最想要的事情，我们常常非奋斗不可，可是我认为，如果对我们它们很重大，很值得奋斗。,为了得到自己最想要的东西，我们常常得非奋斗不可，可是我认为，如果对我们来说它们很重要，很值得奋斗。
中文学习者,听说现在他们接受很多邀请，把唱歌和跳舞发表出来。,听说现在她们接受很多邀请，把唱歌和跳舞表现出来。
中文学习者,他爸爸是老师，父母属于中产阶级：他是由于自己的事业天才发财的。,他爸爸是老师，父母属于中产阶级；他是由于自己的事业天赋发财的。
中文学习者,我练习多长变得很棒吧？,我练习多久能变得很棒呢？
中文学习者,其实小学生嘛，放假后还得去参加学校的各种业余活动，暑假前我已经申请过社区举办的活动等，虽然放假也没有呆在家里的时间。,其实小学生嘛，放假后还得去参加学校的各种课余活动，暑假前我已经申请过社区举办的活动等，虽然放假也没有呆在家里的时间。
中文学习者,决定想做一件事就做到。,决定要做一件事就会做到。
中文学习者,我想那时候一定修好了吧。,我想那时候一定治好了吧。
中文学习者,文化在艺术，歌剧，舞蹈，书法和生活出现。,文化在艺术，歌剧，舞蹈，书法和生活中体现。
中文学习者,确实的中国朋友往心里去你。,真正的中国朋友把你放在心里。
中文学习者,我们不见为了可以练习中文或英文，而去玩儿，跟简单的朋友一样。,我们为了可以练习中文或英文，而一起去玩儿，跟平常的朋友一样。
中文学习者,忙不忙，都找到时间做运动！,忙不忙，都找到时间做运动！
中文学习者,这么长时间没发博文的原因第一是我忘了新浪的登录名，第二是准备考试，考完后去了十多天的旅游。,这么长时间没发博文的原因第一是我忘了新浪的登录名，第二是准备考试，考完后去旅游了十多天。
中文学习者,"他说“这是""腹股沟疝""，手术以外没有办法，但不急手术，可是鼓出的部分里面血液没有流的话，一会儿腐烂，就性命相关，马上要手术”。","他说“这是""腹股沟疝""，除了手术以外没有办法，但一般不急着手术，可是鼓出的部分里面血液不流动的话，不久病灶可能就会腐烂，就性命相关，要马上手术。"
中文学习者,当天手术可以，可是下午手术开始，医生说一天住院更好。,手术当天可以出院，可是我的手术下午开始，医生说住一天院更好。
中文学习者,手术的当天，我床上躺着的时，最初看我病的年轻的医生来招呼。,手术的当天，我在床上躺着的时候，最初给我看病的年轻的医生来跟我打招呼。
中文学习者,我心里想“哎呀～，我是年轻的医生的手术练习台呢？”,我心里想“哎呀～，我是年轻的医生的手术练习对象呢？”
中文学习者,在这场里，有人到在北京的高档迪斯科舞厅去采访着有些顾客，在包厢里有漂亮的姑娘和七个(比较)帅哥。,在这场节目里，有人到北京的高档迪斯科舞厅去采访顾客，包厢里有一个漂亮的姑娘和七个帅哥。
中文学习者,"一个人说""他的父母给他一张信用卡，他总是能使用这张，每月花2，3万元""。",一个人说他的父母给他一张信用卡，他能使用这张卡每月花2，3万元。
中文学习者,我看见了那个女学生准备关于旅行等的几个句子，这个句子没有很大的错误。,我看见那个女学生准备了几个关于旅行的句子，这些句子没有很大的错误。
中文学习者,所以，至于称呼别人的方面，韩国人也对这个部分觉得很难，一些部分给她说明了。,所以，在称呼别人方面，韩国人也觉得这个部分很难，所以挑了一部分给她说明了。
中文学习者,结果，老板领得许可我们进去他的餐厅吃自带饭菜，我们买喝酱汤和咖啡。,结果，老板允许我们进他的餐厅吃自带饭菜，我们买了酱汤和咖啡。
中文学习者,然后我们去云仙山，云仙山是一坐火山，最近喷发得很严重，因此几个人失去生命了。,然后我们去了云仙山，云仙山是一坐火山，最近喷发得很严重，因此几个人失去了生命。
中文学习者,他们在3月和11月进行坐巴士去散步远方。,他们在3月和11月坐巴士去远方散步。
中文学习者,后来向南也下车而说，”你什么时候把你拽人的毛病改了？,后来向南也下车说：“你什么时候能把你拽人的毛病改了？”
中文学习者,听到很聪明的脑子灵敏的女人就想起来没什么好看的女人吧。,一听到脑子聪明的、灵敏的女人就想起来不怎么好看的女人吧。
中文学习者,与此相反，非常漂亮的女人脑子转的不快的形象。,与此相反，非常漂亮的女人脑子转的不快。
中文学习者,最近我的妈妈的生日了。,最近，我妈妈的生日到了。
中文学习者,爸爸一看挂历，再沉默得一点头了。,爸爸一看挂历，沉默得点了点头。
中文学习者,我爸爸在家总是没做什么，每天去玩儿，不帮助我们的家务。,我爸爸在家总是不做什么，每天去玩儿，也不帮助我们做家务。
中文学习者,我从小就得了过敏性鼻炎，整天流鼻涕、打喷嚏、眼睛红了。,我从小就得了过敏性鼻炎，整天流鼻涕、打喷嚏、眼睛都红了。
中文学习者,节目主持人说，“在短期内喝一点不行，天天要多喝，而且从长期的角度来看，大家试试吧”。,节目主持人说，“在短期内喝一点不行，要天天多喝，而且从长期的角度来看，大家试试吧”。
中文学习者,去关西大学半路上的马路上拥挤。,去关西大学的马路上很拥挤。
中文学习者,并且还有我爱好是电脑，我能自己去组装电脑。,并且我爱好组装电脑，我能自己去组装电脑。
中文学习者,超过100卷的小说guinsaga也是未完。,有着超过100卷的小说，guinsaga也是未完。
中文学习者,我不知虽然那么长时间躺着看电视，却还想睡~~。,我不知虽然那么长时间躺着看电视，却还想睡。
中文学习者,她把一两本书带到妈妈去。,她把一两本书带到妈妈那边去。
中文学习者,"和妈妈，哥哥在一起过日子,短不了要红个脸,争句嘴没有我的时间。","和妈妈、哥哥在一起过日子,少不了要红个脸,争句嘴。"
中文学习者,不过我的妈妈说：女人找好男人，和他结婚就可以,不过我的妈妈说：女人找个好男人，和他结婚就可以了。
中文学习者,但我不这样想我自己的生就是自己。,但我不这样想，我自己就是我自己。
中文学习者,我慢慢锝上升拳击比赛开始的时候到了5.0km/h。,我慢慢地上升，拳击比赛开始的时候到了5.0km/h。
中文学习者,真对不起，你的照相机让我坏了。,真对不起，你的照相机让我弄坏了。
中文学习者,我刚刚写了好长一个博克，不过不小心删掉了。,我刚刚写了好长一个博客，不过不小心删掉了。
中文学习者,很多的大人说卡通片是很坏，引起孩子模仿卡通片的人。,很多的大人说卡通片是很坏，引诱孩子模仿卡通片的人。
中文学习者,既然决定在北京继续学习点儿，就去出入境延期签证。,既然决定在北京继续学习，就去出入境延期签证。
中文学习者,对我来说，那个加十天很幸亏的。,对我来说，那个加十天很幸运的。
中文学习者,–我不是道怎么说twiter，minihompy。,我不是道怎么说twiter、minihompy。
中文学习者,我很羡慕他们的在博客坦白，也流利地写自己想法表现能干和上在博客漂亮，也各种的照片，画装饰才气。,我很羡慕他们的在博客坦白，也能流利地写下自己想法，在博客上表现能干和漂亮，各种的照片和装饰画很显才气。
中文学习者,到这个月末，我在这个第一份工作里上班正好一年了。,到这个月末，我在第一份工作这里上班正好一年了。
中文学习者,虽说我已经习惯了同时做不少，不同的项目，但是公司给我的工作量真是无法一个人去做了。,虽说我已经习惯了同时做不少不同的项目，但是公司给我的工作量真是无法一个人去做了。
中文学习者,可是，几个月的工作量多的那么厉害，让我压得喘不过气来以后，我有时候怀疑了自己的激情。,可是，几个月的工作量多得那么厉害，压得我喘不过气来以后，我有时候怀疑自己的激情。
中文学习者,几天前，日本的行政机关一部门宣布为了增加外国观光客的新活动方针，把重点放在亚洲上，为了吸引亚洲观光客，起用男性偶像团体「嵐」。,几天前，日本行政机关的一部门宣布增加外国观光客的新活动方针，方针把重点放在亚洲上——为了吸引亚洲观光客，起用男性偶像团体“岚”。
中文学习者,那里是很普通的海岸，当然那里附近的人去游泳。,那里是很普通的海岸，当然那里附近的人去游泳。
中文学习者,它是公猫，所以得去势手术，很可怜！,它是公猫，所以得去做手术，很可怜！
中文学习者,不过一日我20点左右到了桃园机场。,不过第一天我20点左右才到桃园机场。
中文学习者,还有，三日我早上10点应该到了机场。,还有，第三天早上我应该10点到机场。
中文学习者,我觉得那个理由是在那儿有急剧的经济变化，所以很多建筑表现着那样的差距。,我觉得那样理由是那儿的经济有很大的变化，所以在很多建筑上表现出了发展的差距。
中文学习者,我开车去桃园机场的时候，看到了在那边被兴建着高速道路。,我开车去桃园机场的时候，看到了在那边正在建着高速公路。
中文学习者,顺便说，为时差奥运做半夜，所以不得了看。,顺便说一句，因为时差奥运在半夜，所以不能看了。
中文学习者,神社里很宽，人有很小。,神社里很宽敞，人也很少。
中文学习者,我马上对我的膝拓药了。,我马上给我的膝盖上药。
中文学习者,可是还是不一样的部分也很多，所以，我对中国包括国民性有兴趣。,可是不一样的部分也很多，所以，我对中国特别是国民很有兴趣。
中文学习者,为什么这么奇怪的味道，，，当然中国朋友门中也有不喜欢月饼的人对不对？,为什么有这么奇怪的味道？当然中国朋友中也有不喜欢月饼的人，对吧？
中文学习者,我喜爱哲学，可是我不知道如果我应该学习哲学。,我喜爱哲学，可是我不知道如何学习哲学。
中文学习者,上个月末我吃炸土豆棒的时候，前下面的牙有点扎。,上个月底我吃炸土豆条的时候，前面的牙有点儿扎。
中文学习者,最近有时候这样，所以我想给牙科看一看。,最近有时会这样，所以我想去牙科看一看。
中文学习者,如果天气预报是不好的话，我们就想去了。,如果天气预报是不准的话，我们想就可以去。
中文学习者,走的时候雨下地很少，有时候我们能看太阳了。,走的时候雨下的很少，有时候我们能看见太阳。
中文学习者,我们吃了香鱼的加盐烤。,我们吃了香鱼的加盐烤。
中文学习者,"播放得很快,她一言也听不懂,而且写的东西差不多看不懂,",广播播放得很快，她一句也没听懂，而且写的东西几乎都看不懂。
中文学习者,"她也是很苗条.个子很高,她的腿很长!",她很苗条，个子很高，她的腿很长!
中文学习者,她的手机的大头贴(待受け画面、我不知道中文怎么说）是水户黄门的徽章.,她的手机的大头贴(待受け画面、我不知道用中文怎么说）是水户黄门的徽章。
中文学习者,听说一部分的中国人有小时的名字.很不可思议.,听说一部分的中国人有乳名，很不可思议啊！
中文学习者,好像乌鸦都以前发现到铁丝衣架不但很有用，而且很容易找到和收集。,好像乌鸦都发现铁丝衣架不但很有用，而且很容易找到、收集。
中文学习者,从小时候我就跟我外婆做简单的菜，比如来说意大利面，家常饼还有种类的点菜。,从小的时候我就跟我外婆做简单的菜，比如说意大利面、家常饼还有其他种类的菜。
中文学习者,在日本，由于在大城市的房子非常贵，只在一对夫妇买自己住的房子时，丈夫的父母和妻子的父母都能免税地给他们规定的钱数。,在日本，由于大城市的房子非常贵，一对夫妇只有在买自己住的房子时，丈夫的父母和妻子的父母才能免税地给他们规定的钱数。
中文学习者,如果人们继承祖先的房子，很多人都认为祖先辛苦得获得土地和房子，应该维护它们。,如果人们继承祖先的房子，很多人都认为是祖先辛辛苦苦才获得的土地和房子，应该维护它们。
中文学习者,我很开心跟他们说话了，不过导游真的不容易的工作啊。,我很开心跟他们说话了，不过导游真的是不容易的工作啊。
中文学习者,所以用随便选择的工作时间的制度，工作开始1点，结束7点的话，差两个小时。,所以用随便选择的工作时间的制度，工作1点开始，7点结束的话，差两个小时。
中文学习者,以后很多月被煎熬，那大雪纷飞了。,以后经历了很多月被煎熬，大雪纷飞了。
中文学习者,我不怕别人指出我的错误，误会改正，我的汉语水平会变更好。,我不怕别人指出我的错误，我会改正，我的汉语水平会变得更好。
中文学习者,"特别是,在实际生活中,有一门语言的文化内涵的背景,充分在这种语言理解才想要表达的深意或双重的意义才能完全理解了。",特别是，在实际生活中，有一门语言的文化内涵的背景，充分理解这种语言想要表达的深意或双重的意义才能完全理解。
